order_id,signal_date,execution_date,symbol,side,target_value_gap,requested_quantity,approved_quantity,passed,reason_code,message,base_trade_price,price_limit_down,price_limit_up,price_limit_source,price_limit_fallback_reason
496ba5ca16cdfb993b653cf9b4210204,2024-01-25,2024-01-26,SH.588000,BUY,6398.5764853736144750981441,8100,8100,True,APPROVED,approved,0.78500000,0.64300000,0.96500000,TUSHARE_EXPLICIT,
6ced7a0884e9b7de9cf81cd0d14da751,2024-01-26,2024-01-29,SH.518880,SELL,-5620.2481987246049599510985,1200,1200,True,APPROVED,approved,4.63400000,4.16300000,5.08800000,TUSHARE_EXPLICIT,
6ac12d6c344041ce8491a744a596f5aa,2024-01-26,2024-01-29,SH.588000,BUY,6684.7337987246049599510985,8700,8700,True,APPROVED,approved,0.76400000,0.62800000,0.94200000,TUSHARE_EXPLICIT,
d3cff97241a90e8d97afeb128e113469,2024-01-29,2024-01-30,SH.518880,SELL,-7905.98220,1700,1700,True,APPROVED,approved,4.64700000,4.17100000,5.09700000,TUSHARE_EXPLICIT,
7646a6398c7457c9a0a51fd93eca0991,2024-01-29,2024-01-30,SH.588000,SELL,-406087.500,552500,552500,True,APPROVED,approved,0.73500000,0.61100000,0.91700000,TUSHARE_EXPLICIT,
0b809f49e8892fe2d0805364ccda4cb9,2024-01-29,2024-01-30,SH.510300,BUY,415435.71780,128100,128100,True,APPROVED,approved,3.24300000,2.96900000,3.62900000,TUSHARE_EXPLICIT,
5ce657cb20244d453998831d0deedb9a,2024-01-30,2024-01-31,SH.518880,SELL,-1990.97190,400,400,True,APPROVED,approved,4.65300000,4.18200000,5.11200000,TUSHARE_EXPLICIT,
5be5d0708ac04df4b6a10a63d530fee1,2024-01-30,2024-01-31,SH.510300,BUY,1249.02810,300,300,True,APPROVED,approved,3.22200000,2.91900000,3.56700000,TUSHARE_EXPLICIT,
ad9715f577e601aa50bcb86ba9e9493f,2024-01-31,2024-02-01,SH.518880,SELL,-1100.45190,200,200,True,APPROVED,approved,4.66800000,4.18800000,5.11800000,TUSHARE_EXPLICIT,
cb98ff94a80de767776405c547a75b46,2024-01-31,2024-02-01,SH.510300,BUY,1160.34810,300,300,True,APPROVED,approved,3.21800000,2.90000000,3.54400000,TUSHARE_EXPLICIT,
ad438b18e06b1ca1164f6211b9b021f4,2024-02-01,2024-02-02,SH.518880,SELL,-2446.58190,500,500,True,APPROVED,approved,4.67900000,4.20100000,5.13500000,TUSHARE_EXPLICIT,
4e6c3823b6cd8e276b08b33ebbf4246a,2024-02-01,2024-02-02,SH.510300,BUY,2753.01810,800,800,True,APPROVED,approved,3.18800000,2.89600000,3.54000000,TUSHARE_EXPLICIT,
dd0779a2eb8b06cc395e41c3c43033cb,2024-02-02,2024-02-05,SH.510300,SELL,-2658.23690,800,800,True,APPROVED,approved,3.20800000,2.86900000,3.50700000,TUSHARE_EXPLICIT,
6b90c25c63129c5ea5d9e959c3f0a4d3,2024-02-02,2024-02-05,SH.518880,BUY,2800.86310,600,600,True,APPROVED,approved,4.64300000,4.21100000,5.14700000,TUSHARE_EXPLICIT,
0e4627e47d265fc982a9b90c790a9ace,2024-02-05,2024-02-06,SH.510300,SELL,-426125.700,128700,128700,True,APPROVED,approved,3.31100000,2.88700000,3.52900000,TUSHARE_EXPLICIT,
c76b9b7802bf682b790086155fc17dec,2024-02-05,2024-02-06,SH.518880,BUY,6401.2513474530694354954780,1300,1300,True,APPROVED,approved,4.63300000,4.17900000,5.10700000,TUSHARE_EXPLICIT,
3e46f4cc90e9c528dd1b9b6adba47253,2024-02-05,2024-02-06,SH.588000,BUY,418398.9048525469305645045220,552700,552700,True,APPROVED,approved,0.75700000,0.56700000,0.85100000,TUSHARE_EXPLICIT,
b7fbf13872b8740b01be78c1e12aa66f,2024-02-06,2024-02-07,SH.588000,SELL,-6191.2653798054068295164907,7900,7900,True,APPROVED,approved,0.77700000,0.60600000,0.90800000,TUSHARE_EXPLICIT,
efd5a2433fbba33aeb8d110f6f4f3c1a,2024-02-06,2024-02-07,SH.518880,BUY,4422.8419798054068295164907,900,900,True,APPROVED,approved,4.64200000,4.17000000,5.09600000,TUSHARE_EXPLICIT,
99be6af725b4f6f984135894c4864c78,2024-02-07,2024-02-08,SH.588000,SELL,-2001.79170,2500,2500,True,APPROVED,approved,0.78600000,0.62200000,0.93200000,TUSHARE_EXPLICIT,
fd1b91fc2edd8c8ff00c19c1744c37e2,2024-02-07,2024-02-08,SH.518880,BUY,1502.80830,300,300,True,APPROVED,approved,4.66200000,4.17800000,5.10600000,TUSHARE_EXPLICIT,
c0cc9cc7ce31b07b1495893f6ad80406,2024-02-08,2024-02-19,SH.588000,SELL,-4362.34170,5400,5400,True,APPROVED,approved,0.79800000,0.62900000,0.94300000,TUSHARE_EXPLICIT,
00722b69686e4cf0c46ea52c3fdac3a4,2024-02-08,2024-02-19,SH.518880,BUY,3931.45830,800,800,True,APPROVED,approved,4.64400000,4.19600000,5.12800000,TUSHARE_EXPLICIT,
fee096b6c0a4e2a7cca8830c28b9b3a8,2024-02-19,2024-02-20,SH.518880,SELL,-1623.17170,300,300,True,APPROVED,approved,4.64200000,4.18000000,5.10800000,TUSHARE_EXPLICIT,
0027443f651ca6a8fb1f76464f9748af,2024-02-19,2024-02-20,SH.588000,BUY,2218.22830,2800,2800,True,APPROVED,approved,0.79000000,0.63800000,0.95800000,TUSHARE_EXPLICIT,
9e52c2933d7aa3943418b7dd8745f203,2024-02-20,2024-02-21,SH.588000,SELL,-296.77170,300,300,True,APPROVED,approved,0.79100000,0.63200000,0.94800000,TUSHARE_EXPLICIT,
8b136481bd7ced2b5777f2476cdd3b23,2024-02-21,2024-02-22,SH.588000,SELL,-2559.28170,3200,3200,True,APPROVED,approved,0.79900000,0.63300000,0.94900000,TUSHARE_EXPLICIT,
9df9fcf15412cad3f8e76d7feddd101f,2024-02-21,2024-02-22,SH.518880,BUY,2097.21830,400,400,True,APPROVED,approved,4.63900000,4.17800000,5.10600000,TUSHARE_EXPLICIT,
b81240b5a2c9f1215073c2372b58e8a7,2024-02-22,2024-02-23,SH.588000,SELL,-972.59670,1200,1200,True,APPROVED,approved,0.80100000,0.63900000,0.95900000,TUSHARE_EXPLICIT,
212e2aeb14a08023e5a4df132805efc7,2024-02-22,2024-02-23,SH.518880,BUY,1174.60330,200,200,True,APPROVED,approved,4.63000000,4.17500000,5.10300000,TUSHARE_EXPLICIT,
3db7e7e43eebbbb7a26a342adf87dc31,2024-02-23,2024-02-26,SH.588000,SELL,-613.83170,700,700,True,APPROVED,approved,0.80600000,0.64100000,0.96100000,TUSHARE_EXPLICIT,
75b8166c24932408a5d97ad6274469ef,2024-02-26,2024-02-27,SH.588000,SELL,-9076.27170,10800,10800,True,APPROVED,approved,0.83600000,0.64500000,0.96700000,TUSHARE_EXPLICIT,
7068f666fde9a6dce9946cb9c3b70b03,2024-02-26,2024-02-27,SH.518880,BUY,7843.52830,1600,1600,True,APPROVED,approved,4.64600000,4.18600000,5.11600000,TUSHARE_EXPLICIT,
583f63d92c07b35f0b59a5ed952da0f5,2024-02-27,2024-02-28,SH.518880,SELL,-6145.93670,1300,1300,True,APPROVED,approved,4.64500000,4.18100000,5.11100000,TUSHARE_EXPLICIT,
f126476dddd4ace3b7578562f8bce605,2024-02-27,2024-02-28,SH.588000,BUY,7960.56330,9800,9800,True,APPROVED,approved,0.80800000,0.66900000,1.00300000,TUSHARE_EXPLICIT,
122984443833603c9096bf4ad911f8aa,2024-02-28,2024-02-29,SH.588000,SELL,-11324.26670,13300,13300,True,APPROVED,approved,0.84700000,0.64600000,0.97000000,TUSHARE_EXPLICIT,
165c3be566b8e2c97d9a2f77db78fd85,2024-02-28,2024-02-29,SH.518880,BUY,9139.23330,1900,1900,True,APPROVED,approved,4.64700000,4.18100000,5.11000000,TUSHARE_EXPLICIT,
246faafebbb9790e4a9352cb9446871a,2024-02-29,2024-03-01,SH.588000,SELL,-1507.91670,1700,1700,True,APPROVED,approved,0.85500000,0.67800000,1.01600000,TUSHARE_EXPLICIT,
bc9af072e7ae082f7286ccf80adb8db0,2024-02-29,2024-03-01,SH.518880,BUY,1127.18330,200,200,True,APPROVED,approved,4.66700000,4.18200000,5.11200000,TUSHARE_EXPLICIT,
4e16430f91f80e46e69a4ec89fc5f005,2024-03-01,2024-03-04,SH.518880,SELL,-2605.82670,500,500,True,APPROVED,approved,4.72500000,4.20000000,5.13400000,TUSHARE_EXPLICIT,
be128e45201586aac7e7d97fe254a294,2024-03-01,2024-03-04,SH.588000,BUY,2131.87330,2400,2400,True,APPROVED,approved,0.85600000,0.68400000,1.02600000,TUSHARE_EXPLICIT,
2cda514d16eec4fe8ffd5a0cbb5797d0,2024-03-04,2024-03-05,SH.518880,SELL,-3338.14670,600,600,True,APPROVED,approved,4.78900000,4.25300000,5.19800000,TUSHARE_EXPLICIT,
e0de14b7a0753306a9ce2fada402ab86,2024-03-04,2024-03-05,SH.588000,BUY,2503.55330,2900,2900,True,APPROVED,approved,0.85700000,0.68500000,1.02700000,TUSHARE_EXPLICIT,
4ca3f135d8ce8bef1590bf7f3cc81380,2024-03-05,2024-03-06,SH.518880,SELL,-4007.9173234674578559875649,800,800,True,APPROVED,approved,4.82400000,4.31000000,5.26800000,TUSHARE_EXPLICIT,
8a3451e711f1ed072fdb1f25ccbdb303,2024-03-05,2024-03-06,SH.588000,BUY,3586.4139234674578559875649,4200,4200,True,APPROVED,approved,0.85000000,0.68600000,1.02800000,TUSHARE_EXPLICIT,
ca9c7248405d44202cc15fa49a7015fa,2024-03-06,2024-03-07,SH.518880,SELL,-7469.95170,1500,1500,True,APPROVED,approved,4.88500000,4.34200000,5.30600000,TUSHARE_EXPLICIT,
81cc5dafb5abf6811fdbba7c325e90c3,2024-03-06,2024-03-07,SH.588000,SELL,-439129.600,527800,527800,True,APPROVED,approved,0.83200000,0.68000000,1.02000000,TUSHARE_EXPLICIT,
675f020ff92a78896fa899ef0824633c,2024-03-06,2024-03-07,SH.510300,BUY,446835.04830,126800,126800,True,APPROVED,approved,3.52300000,3.18800000,3.89600000,TUSHARE_EXPLICIT,
46b1fb6014f10dba1c013ed4f10775a8,2024-03-07,2024-03-08,SH.510300,SELL,-447984.400,126800,126800,True,APPROVED,approved,3.53300000,3.17100000,3.87500000,TUSHARE_EXPLICIT,
71894c697ad86945b91639d923ec0927,2024-03-07,2024-03-08,SH.588000,BUY,446846.7293339680398652525130,531300,531300,True,APPROVED,approved,0.84100000,0.66600000,0.99800000,TUSHARE_EXPLICIT,
12a56477fed2328e0bf309d9ece4b741,2024-03-08,2024-03-11,SH.588000,SELL,-455324.100,531300,531300,True,APPROVED,approved,0.85700000,0.67300000,1.00900000,TUSHARE_EXPLICIT,
4c5f2f6ae9894aff4339c5d02d039971,2024-03-08,2024-03-11,SH.510300,BUY,450857.95965,125900,125900,True,APPROVED,approved,3.58100000,3.18000000,3.88600000,TUSHARE_EXPLICIT,
3682a172d00a86294d6dc899cdbba3b7,2024-03-08,2024-03-11,SH.518880,BUY,2599.45965,500,500,True,APPROVED,approved,4.89900000,4.39300000,5.36900000,TUSHARE_EXPLICIT,
3ba88edbef477d0d6495175ce84cc86a,2024-03-11,2024-03-12,SH.510300,SELL,-1559.9842535697346858332679,400,400,True,APPROVED,approved,3.58600000,3.22300000,3.93900000,TUSHARE_EXPLICIT,
17376bfd36e399fc48015e1946bbfd62,2024-03-11,2024-03-12,SH.518880,BUY,885.8223535697346858332679,100,100,True,APPROVED,approved,4.87900000,4.40900000,5.38900000,TUSHARE_EXPLICIT,
9dc441e96734a71f79770447afabe175,2024-03-12,2024-03-13,SH.510300,BUY,945.6563581273343611165749,200,200,True,APPROVED,approved,3.56500000,3.22700000,3.94500000,TUSHARE_EXPLICIT,
c699380e723c3ce70faed3869b1083e0,2024-03-13,2024-03-14,SH.510300,SELL,-446486.400,125700,125700,True,APPROVED,approved,3.55200000,3.20900000,3.92200000,TUSHARE_EXPLICIT,
0e412c6610ae9d3a0576f63f041f164b,2024-03-13,2024-03-14,SH.518880,SELL,-1429.1468570386404430920328,200,200,True,APPROVED,approved,4.87700000,4.38300000,5.35700000,TUSHARE_EXPLICIT,
15b9410a28f282fef5327625340f20fb,2024-03-13,2024-03-14,SH.588000,BUY,447905.4149570386404430920328,531900,531900,True,APPROVED,approved,0.84200000,0.68200000,1.02400000,TUSHARE_EXPLICIT,
7e8b468bfa312d7d5ff2135712a2ed68,2024-03-14,2024-03-15,SH.518880,SELL,-763.31100,100,100,True,APPROVED,approved,4.89900000,4.38900000,5.36500000,TUSHARE_EXPLICIT,
77be78e5800fdc7e2835f6f521016e55,2024-03-14,2024-03-15,SH.588000,SELL,-1064.51100,1200,1200,True,APPROVED,approved,0.84700000,0.67400000,1.01000000,TUSHARE_EXPLICIT,
e9f4acfdd2a72afdbe69472c4e1c2fe8,2024-03-15,2024-03-18,SH.588000,SELL,-6626.42100,7600,7600,True,APPROVED,approved,0.86400000,0.67800000,1.01600000,TUSHARE_EXPLICIT,
bff356fe3b008a1947dcbecffb21024a,2024-03-15,2024-03-18,SH.518880,BUY,5750.37900,1100,1100,True,APPROVED,approved,4.86000000,4.40900000,5.38900000,TUSHARE_EXPLICIT,
7175352ac033aa932098a391992a4cb6,2024-03-18,2024-03-19,SH.518880,SELL,-2940.71600,600,600,True,APPROVED,approved,4.87000000,4.37400000,5.34600000,TUSHARE_EXPLICIT,
76aaa05a0545e5dc0c12f5635fac511e,2024-03-18,2024-03-19,SH.588000,BUY,3801.08400,4400,4400,True,APPROVED,approved,0.85200000,0.69100000,1.03700000,TUSHARE_EXPLICIT,
2510b5aa1548b4902dff6ce1dc95c3b2,2024-03-19,2024-03-20,SH.588000,SELL,-119.90600,100,100,True,APPROVED,approved,0.85400000,0.68200000,1.02200000,TUSHARE_EXPLICIT,
b292d0c62eb38ee1ca5750b13aa3c9db,2024-03-20,2024-03-21,SH.518880,SELL,-6934.81100,1300,1300,True,APPROVED,approved,4.97800000,4.39200000,5.36800000,TUSHARE_EXPLICIT,
24f5808205fca11e04a3e50f55972b79,2024-03-20,2024-03-21,SH.588000,BUY,6354.18900,7500,7500,True,APPROVED,approved,0.84600000,0.68300000,1.02500000,TUSHARE_EXPLICIT,
8485421b8adaf4146edead1d143bee12,2024-03-21,2024-03-22,SH.518880,SELL,-2241.31100,400,400,True,APPROVED,approved,4.94600000,4.48000000,5.47600000,TUSHARE_EXPLICIT,
b3d9e76124c0a824513368960c94f549,2024-03-21,2024-03-22,SH.588000,BUY,2807.88900,3300,3300,True,APPROVED,approved,0.83200000,0.67700000,1.01500000,TUSHARE_EXPLICIT,
1155045028b616b2ec4c869b941e0786,2024-03-22,2024-03-25,SH.518880,SELL,-3674.01600,700,700,True,APPROVED,approved,4.95600000,4.45100000,5.44100000,TUSHARE_EXPLICIT,
123b4dd7bdd80bbc93394acc362b10ce,2024-03-22,2024-03-25,SH.588000,BUY,4015.58400,4800,4800,True,APPROVED,approved,0.82000000,0.66600000,0.99800000,TUSHARE_EXPLICIT,
5713704c71b107b8cd95e9fab0158e78,2024-03-25,2024-03-26,SH.518880,SELL,-3150.37100,600,600,True,APPROVED,approved,4.96600000,4.46000000,5.45200000,TUSHARE_EXPLICIT,
0aa6e73b97af7544d13b6ca2551b4247,2024-03-25,2024-03-26,SH.588000,BUY,3463.02900,4200,4200,True,APPROVED,approved,0.81000000,0.65600000,0.98400000,TUSHARE_EXPLICIT,
f0ae2ce816c4f79b87ec353da8d0c75d,2024-03-26,2024-03-27,SH.518880,SELL,-6527.77100,1300,1300,True,APPROVED,approved,4.99000000,4.46900000,5.46300000,TUSHARE_EXPLICIT,
2ce4f41c2b3e8a477d78bc14b1825a1b,2024-03-26,2024-03-27,SH.588000,BUY,7338.42900,9300,9300,True,APPROVED,approved,0.78900000,0.64800000,0.97200000,TUSHARE_EXPLICIT,
8813f2ff9e0ffc27de40eca7ec9c22cf,2024-03-27,2024-03-28,SH.588000,SELL,-1526.06100,1900,1900,True,APPROVED,approved,0.79900000,0.63100000,0.94700000,TUSHARE_EXPLICIT,
133663e3fdffc98054ff015742b79821,2024-03-27,2024-03-28,SH.518880,BUY,565.43900,100,100,True,APPROVED,approved,5.02900000,4.49100000,5.48900000,TUSHARE_EXPLICIT,
3676b0d2558808723c3cad2c6814445d,2024-03-28,2024-03-29,SH.518880,SELL,-4393.51600,800,800,True,APPROVED,approved,5.12600000,4.52600000,5.53200000,TUSHARE_EXPLICIT,
19e87e70393118ca3cd54c9a843150c2,2024-03-28,2024-03-29,SH.588000,BUY,3527.08400,4400,4400,True,APPROVED,approved,0.80000000,0.63900000,0.95900000,TUSHARE_EXPLICIT,
32e2046f435113e34a804d272bf020aa,2024-03-29,2024-04-01,SH.588000,SELL,-2858.06100,3500,3500,True,APPROVED,approved,0.81300000,0.64000000,0.96000000,TUSHARE_EXPLICIT,
aa261d414e4ccd7870fe340261f36135,2024-03-29,2024-04-01,SH.518880,BUY,1577.43900,300,300,True,APPROVED,approved,5.15500000,4.61300000,5.63900000,TUSHARE_EXPLICIT,
84f2d984d9027caed574a1f9bdcf04b9,2024-04-01,2024-04-02,SH.518880,SELL,-1918.08600,300,300,True,APPROVED,approved,5.15900000,4.64000000,5.67100000,TUSHARE_EXPLICIT,
cf6254592568a2aaffb47a50c340b4d5,2024-04-01,2024-04-02,SH.588000,BUY,2277.31400,2800,2800,True,APPROVED,approved,0.80600000,0.65000000,0.97600000,TUSHARE_EXPLICIT,
d66acead6bda0af4fba53c14b048d182,2024-04-02,2024-04-03,SH.518880,SELL,-6848.45100,1300,1300,True,APPROVED,approved,5.23100000,4.64300000,5.67500000,TUSHARE_EXPLICIT,
5689f7dc457e4a40d1bf9d8025181264,2024-04-02,2024-04-03,SH.588000,BUY,6527.64900,8200,8200,True,APPROVED,approved,0.79400000,0.64500000,0.96700000,TUSHARE_EXPLICIT,
a506e141b2421428ccb85e307da1f588,2024-04-03,2024-04-08,SH.518880,SELL,-9954.79600,1800,1800,True,APPROVED,approved,5.35400000,4.70800000,5.75400000,TUSHARE_EXPLICIT,
2af257dd16b877180a770f299192aad2,2024-04-03,2024-04-08,SH.588000,BUY,9752.20400,12500,12500,True,APPROVED,approved,0.77800000,0.63500000,0.95300000,TUSHARE_EXPLICIT,
7dc20a9bf51d45f4e2416e8528079fbc,2024-04-08,2024-04-09,SH.588000,SELL,-1646.15100,2000,2000,True,APPROVED,approved,0.78500000,0.62200000,0.93400000,TUSHARE_EXPLICIT,
f22aa18fc79307e43c049f7b7c011227,2024-04-08,2024-04-09,SH.518880,BUY,799.04900,100,100,True,APPROVED,approved,5.36900000,4.81900000,5.88900000,TUSHARE_EXPLICIT,
fe33f9902c8a7d0f5baf341e9555d28c,2024-04-09,2024-04-10,SH.518880,SELL,-3740.12100,600,600,True,APPROVED,approved,5.38800000,4.83200000,5.90600000,TUSHARE_EXPLICIT,
62a57da57d9a1f97842376385c407399,2024-04-09,2024-04-10,SH.588000,BUY,4447.27900,5700,5700,True,APPROVED,approved,0.77300000,0.62800000,0.94200000,TUSHARE_EXPLICIT,
fc4d43b54cd575665b0ddf42d60a1d1f,2024-04-10,2024-04-11,SH.588000,SELL,-1767.1860064101346034279403,2200,2200,True,APPROVED,approved,0.77400000,0.61800000,0.92800000,TUSHARE_EXPLICIT,
c12bd6a3090788fd12f7948449fab19c,2024-04-10,2024-04-11,SH.518880,BUY,1561.8240064101346034279403,200,200,True,APPROVED,approved,5.34800000,4.84900000,5.92700000,TUSHARE_EXPLICIT,
069d52b8ebf5960a1e58b8256495790f,2024-04-11,2024-04-12,SH.518880,SELL,-6973.7138806434371152656409,1200,1200,True,APPROVED,approved,5.50400000,4.81300000,5.88300000,TUSHARE_EXPLICIT,
19203f52395600a36bf56a14aef4a4d1,2024-04-11,2024-04-12,SH.588000,BUY,6139.2418806434371152656409,7900,7900,True,APPROVED,approved,0.77300000,0.61900000,0.92900000,TUSHARE_EXPLICIT,
bb3b14fbd2063adc058907a948f48ef2,2024-04-12,2024-04-15,SH.588000,SELL,-7101.9406004907453549396256,9000,9000,True,APPROVED,approved,0.78500000,0.61800000,0.92800000,TUSHARE_EXPLICIT,
458b0e8decf2fd9d75f4b3229cf32435,2024-04-12,2024-04-15,SH.518880,BUY,6759.6286004907453549396256,1200,1200,True,APPROVED,approved,5.41700000,4.95400000,6.05400000,TUSHARE_EXPLICIT,
ea08f6842fd3b8250bd56ee63acdb44f,2024-04-15,2024-04-16,SH.518880,SELL,-5775.16100,1000,1000,True,APPROVED,approved,5.45200000,4.87500000,5.95900000,TUSHARE_EXPLICIT,
